,NP-chunks
The_Thing_13,"[('a', 'DT'), ('shape-changing', 'JJ'), ('alien', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('Norwegians', 'NNP')]"
The_Thing_13,"[('the', 'DT'), ('ice', 'NN')]"
The_Thing_13,"[('crew', 'NN')]"
The_Thing_13,"[('Capable', 'NNP')]"
The_Thing_13,"[('a', 'DT'), ('living', 'NN')]"
The_Thing_13,"[('right', 'NN')]"
The_Thing_13,"[('detail', 'NN')]"
The_Thing_13,"[('paranoia', 'NN')]"
The_Thing_13,"[('suspicion', 'NN')]"
The_Thing_13,"[('way', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('12-man', 'JJ'), ('crew', 'NN')]"
The_Thing_13,"[('no-one', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_13,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_13,"[('fact', 'NN')]"
The_Thing_13,"[('film', 'NN')]"
The_Thing_13,"[('Halloween', 'NNP')]"
The_Thing_13,"[('Dark', 'NNP'), ('Star', 'NNP')]"
The_Thing_13,"[('The', 'DT'), ('reason', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_13,"[('the', 'DT'), ('top', 'NN')]"
The_Thing_13,"[('Carpenter', 'NNP')]"
The_Thing_13,"[('list', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('last', 'JJ'), ('film', 'NN')]"
The_Thing_13,"[('a', 'DT'), ('classic', 'NN')]"
The_Thing_13,"[('Carpenter', 'NNP')]"
The_Thing_13,"[('the', 'DT'), ('cool', 'NN')]"
The_Thing_13,"[('sophistication', 'NN')]"
The_Thing_13,"[('intensity', 'NN')]"
The_Thing_13,"[('prevalent', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_13,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_13,"[('the', 'DT'), ('peak', 'NN')]"
The_Thing_13,"[('suspense', 'NN')]"
The_Thing_13,"[('an', 'DT'), ('unbearable', 'JJ'), ('degree', 'NN')]"
The_Thing_13,"[('Assault', 'NNP')]"
The_Thing_13,"[('Precinct', 'NNP')]"
The_Thing_13,"[('the', 'DT'), ('alien', 'NN')]"
The_Thing_13,"[('presence', 'NN')]"
The_Thing_13,"[('known', 'NN')]"
The_Thing_13,"[('Carpenter', 'NNP')]"
The_Thing_13,"[('the', 'DT'), ('tension', 'NN')]"
The_Thing_13,"[('level', 'NN')]"
The_Thing_13,"[('an', 'DT'), ('agonising', 'NN')]"
The_Thing_13,"[('jolt', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('film', 'NN')]"
The_Thing_13,"[('a', 'DT'), ('blend', 'NN')]"
The_Thing_13,"[('pure', 'NN')]"
The_Thing_13,"[('visceral', 'JJ'), ('horror', 'NN')]"
The_Thing_13,"[('An', 'DT'), ('approach', 'NN')]"
The_Thing_13,"[('odds', 'NN')]"
The_Thing_13,"[('Carpenter', 'NNP')]"
The_Thing_13,"[('Bringing', 'NNP')]"
The_Thing_13,"[('Rob', 'NNP'), ('Bottin', 'NNP')]"
The_Thing_13,"[('The', 'DT'), ('Howling', 'NNP')]"
The_Thing_13,"[('fame', 'NN')]"
The_Thing_13,"[('astonishing', 'JJ'), ('transformation', 'NN')]"
The_Thing_13,"[('a', 'DT'), ('horror', 'NN')]"
The_Thing_13,"[('film', 'NN')]"
The_Thing_13,"[('Half-formed', 'NNP')]"
The_Thing_13,"[('human', 'NN')]"
The_Thing_13,"[('spider', 'NN')]"
The_Thing_13,"[('legs', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_13,"[('fire', 'NN')]"
The_Thing_13,"[('That', 'DT'), ('type', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('point', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_13,"[('Carpenter', 'NNP')]"
The_Thing_13,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_13,"[('quieter', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('story', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_13,"[('bewildering', 'JJ'), ('tale', 'NN')]"
The_Thing_13,"[('Characterisation', 'NN')]"
The_Thing_13,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_13,"[('advantage', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_13,"[('anything', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('cast', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('present', 'NN')]"
The_Thing_13,"[('situation', 'NN')]"
The_Thing_13,"[('moment', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_13,"[('mystery', 'NN')]"
The_Thing_13,"[('subsequent', 'NN')]"
The_Thing_13,"[('A', 'DT'), ('special', 'JJ'), ('mention', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('excellent', 'NN')]"
The_Thing_13,"[('film', 'NN')]"
The_Thing_13,"[('score', 'NN')]"
The_Thing_13,"[('Ennio', 'NNP'), ('Morricone', 'NNP')]"
The_Thing_13,"[('A', 'DT'), ('pulsing', 'NN')]"
The_Thing_13,"[('thud', 'NN')]"
The_Thing_13,"[('an', 'DT'), ('eerie', 'NN')]"
The_Thing_13,"[('spooky', 'NN')]"
The_Thing_13,"[('feeling', 'NN')]"
The_Thing_13,"[('shake', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('whole', 'JJ'), ('film', 'NN')]"
The_Thing_13,"[('a', 'DT'), ('wonderful', 'JJ'), ('exercise', 'NN')]"
The_Thing_13,"[('paranoid', 'JJ'), ('manipulation', 'NN')]"
The_Thing_13,"[('The', 'DT'), ('scene', 'NN')]"
The_Thing_13,"[('human', 'NN')]"
The_Thing_13,"[('such', 'JJ'), ('dexterity', 'NN')]"
The_Thing_13,"[('Carpenter', 'NNP')]"
The_Thing_13,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_13,"[('a', 'DT'), ('pure', 'NN')]"
The_Thing_13,"[('unadulterated', 'JJ'), ('classic', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('vague', 'NN')]"
The_Thing_13,"[('suspicion', 'NN')]"
The_Thing_13,"[('everything', 'NN')]"
The_Thing_13,"[('An', 'DT'), ('underrated', 'JJ'), ('film', 'NN')]"
The_Thing_13,"[('the', 'DT'), ('reappraisal', 'NN')]"
The_Thing_13,"[('ET', 'NNP')]"
The_Thing_14,"[('nothing', 'NN')]"
The_Thing_14,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_14,"[('The', 'DT'), ('music', 'NN')]"
The_Thing_14,"[('the', 'DT'), ('pacing', 'NN')]"
The_Thing_14,"[('the', 'DT'), ('story', 'NN')]"
The_Thing_14,"[('the', 'DT'), ('cast', 'NN')]"
The_Thing_14,"[('the', 'DT'), ('paranoia', 'NN')]"
The_Thing_14,"[('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_14,"[('the', 'DT'), ('creature', 'NN')]"
The_Thing_14,"[('dreams', 'NN')]"
The_Thing_14,"[('a', 'DT'), ('rewatch', 'NN')]"
The_Thing_14,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_14,"[('favorite', 'NN')]"
The_Thing_14,"[('movie', 'NN')]"
The_Thing_14,"[('all', 'DT'), ('time', 'NN')]"
The_Thing_15,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_15,"[('a', 'DT'), ('brilliant', 'JJ'), ('remake', 'NN')]"
The_Thing_15,"[('Psycho', 'NNP')]"
The_Thing_15,"[('The', 'DT'), ('Wicker', 'NNP'), ('Man', 'NNP')]"
The_Thing_15,"[('a', 'DT'), ('brilliant', 'JJ'), ('film', 'NN')]"
The_Thing_15,"[('horror', 'NN')]"
The_Thing_15,"[('sci-fi', 'JJ'), ('amongst', 'NN')]"
The_Thing_15,"[('The', 'DT'), ('atmosphere', 'NN')]"
The_Thing_15,"[('the', 'DT'), ('movie', 'NN')]"
The_Thing_15,"[('this', 'DT'), ('day', 'NN')]"
The_Thing_15,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_15,"[('The', 'DT'), ('scenery', 'NN')]"
The_Thing_15,"[('Ennio', 'NNP'), ('Morricone', 'NNP')]"
The_Thing_15,"[('haunting', 'JJ'), ('score', 'NN')]"
The_Thing_15,"[('a', 'DT'), ('cracking', 'NN')]"
The_Thing_15,"[('script', 'NN')]"
The_Thing_15,"[('compelling', 'JJ'), ('story', 'NN')]"
The_Thing_15,"[('time', 'NN')]"
The_Thing_15,"[('wonderful', 'JJ'), ('direction', 'NN')]"
The_Thing_15,"[('The', 'DT'), ('acting', 'NN')]"
The_Thing_15,"[('mind', 'NN')]"
The_Thing_15,"[('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_15,"[('Keith', 'NNP'), ('David', 'NNP')]"
The_Thing_15,"[('Wilford', 'NNP'), ('Brimley', 'NNP')]"
The_Thing_15,"[('delivery', 'NN')]"
The_Thing_15,"[('a', 'DT'), ('brilliant', 'JJ'), ('film', 'NN')]"
The_Thing_15,"[('genre', 'JJ'), ('s', 'NN')]"
The_Thing_15,"[('Bethany', 'NNP'), ('Cox', 'NNP')]"
The_Thing_16,"[('This', 'DT'), ('movie', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('box', 'NN')]"
The_Thing_16,"[('office', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('career', 'NN')]"
The_Thing_16,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_16,"[('Think', 'NN')]"
The_Thing_16,"[('budget', 'NN')]"
The_Thing_16,"[('Studios', 'NNP')]"
The_Thing_16,"[('E.T', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('same', 'JJ'), ('time', 'NN')]"
The_Thing_16,"[('many', 'JJ'), ('other', 'JJ'), ('science', 'NN')]"
The_Thing_16,"[('fiction', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('recession', 'NN')]"
The_Thing_16,"[('something', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('sheer', 'NN')]"
The_Thing_16,"[('level', 'NN')]"
The_Thing_16,"[('turn', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('film', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('classic', 'NN')]"
The_Thing_16,"[('market', 'NN')]"
The_Thing_16,"[('research', 'NN')]"
The_Thing_16,"[('screening', 'NN')]"
The_Thing_16,"[('Carpenter', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('audience', 'NN')]"
The_Thing_16,"[('Well', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('very', 'JJ'), ('end', 'NN')]"
The_Thing_16,"[('Which', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('Thing', 'NNP')]"
The_Thing_16,"[('Carpenter', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('answer', 'NN')]"
The_Thing_16,"[('imagination', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('response', 'NN')]"
The_Thing_16,"[('Oh', 'NNP')]"
The_Thing_16,"[('God', 'NNP')]"
The_Thing_16,"[('a', 'DT'), ('movie', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('story', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('single', 'JJ'), ('character', 'NN')]"
The_Thing_16,"[('root', 'NN')]"
The_Thing_16,"[('Lovecraft', 'NNP')]"
The_Thing_16,"[('Apocalypse', 'NNP'), ('Trilogy', 'NNP')]"
The_Thing_16,"[('Prince', 'NNP')]"
The_Thing_16,"[('Darkness', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('Mouth', 'NNP')]"
The_Thing_16,"[('Madness', 'NNP')]"
The_Thing_16,"[('supernatural', 'JJ'), ('horror', 'NN')]"
The_Thing_16,"[('mainstream', 'NN')]"
The_Thing_16,"[('America', 'NNP')]"
The_Thing_16,"[('a', 'DT'), ('popcorn', 'NN')]"
The_Thing_16,"[('film', 'NN')]"
The_Thing_16,"[('Yeah', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('world', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('end', 'NN')]"
The_Thing_16,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_16,"[('everyone', 'NN')]"
The_Thing_16,"[('wondering', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('disease', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('world', 'NN')]"
The_Thing_16,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_16,"[('every', 'DT'), ('year', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('Amundsen-Scott', 'NNP'), ('South', 'NNP'), ('Pole', 'NNP'), ('Station', 'NNP')]"
The_Thing_16,"[('an', 'DT'), ('interview', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('AV', 'NNP'), ('Club', 'NNP')]"
The_Thing_16,"[('Carpenter', 'NNP')]"
The_Thing_16,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_16,"[('a', 'DT'), ('hit', 'NN')]"
The_Thing_16,"[('career', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('job', 'NN')]"
The_Thing_16,"[('Christine', 'NNP')]"
The_Thing_16,"[('Starman', 'NNP')]"
The_Thing_16,"[('Big', 'NNP'), ('Trouble', 'NNP')]"
The_Thing_16,"[('Little', 'NNP'), ('China', 'NNP')]"
The_Thing_16,"[('career', 'NN')]"
The_Thing_16,"[('Carpenter', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_16,"[('filming', 'NN')]"
The_Thing_16,"[('A', 'DT'), ('lifelong', 'JJ'), ('fan', 'NN')]"
The_Thing_16,"[('Howard', 'NNP'), ('Hawks', 'NNP')]"
The_Thing_16,"[('version', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('story', 'NN')]"
The_Thing_16,"[('Goes', 'NNP')]"
The_Thing_16,"[('John', 'NNP'), ('W.', 'NNP'), ('Campbell', 'NNP'), ('Jr.', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('original', 'JJ'), ('story', 'NN')]"
The_Thing_16,"[('co-producer', 'NN')]"
The_Thing_16,"[('Stuart', 'NNP'), ('Cohen', 'NNP')]"
The_Thing_16,"[('a', 'DT'), ('movie', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('vision', 'NN')]"
The_Thing_16,"[('time', 'NN')]"
The_Thing_16,"[('Hawks', 'NNP')]"
The_Thing_16,"[('Carpenter', 'NNP')]"
The_Thing_16,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_16,"[('work', 'NN')]"
The_Thing_16,"[('course', 'NN')]"
The_Thing_16,"[('screen', 'NN')]"
The_Thing_16,"[('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_16,"[('Keith', 'NNP'), ('David', 'NNP')]"
The_Thing_16,"[('T.K', 'NNP')]"
The_Thing_16,"[('Carter', 'NNP')]"
The_Thing_16,"[('Wilfred', 'NNP'), ('Brimley', 'NNP')]"
The_Thing_16,"[('David', 'NNP'), ('Clennon', 'NNP')]"
The_Thing_16,"[('Richard', 'NNP'), ('Dysart', 'NNP')]"
The_Thing_16,"[('production', 'NN')]"
The_Thing_16,"[('design', 'NN')]"
The_Thing_16,"[('Man-Thing', 'NNP')]"
The_Thing_16,"[('artist', 'NN')]"
The_Thing_16,"[('Mike', 'NNP'), ('Ploog', 'NNP')]"
The_Thing_16,"[('Mentor', 'NNP'), ('Huebner', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('shots', 'NN')]"
The_Thing_16,"[('this', 'DT'), ('look', 'NN')]"
The_Thing_16,"[('carbon', 'NN')]"
The_Thing_16,"[('Dean', 'NNP'), ('Cundy', 'NNP')]"
The_Thing_16,"[('working', 'NN')]"
The_Thing_16,"[('every', 'DT'), ('shot', 'JJ'), ('look', 'NN')]"
The_Thing_16,"[('first', 'JJ'), ('major', 'JJ'), ('studio', 'NN')]"
The_Thing_16,"[('movie', 'NN')]"
The_Thing_16,"[('Carpenter', 'NNP')]"
The_Thing_16,"[('Sure', 'NNP')]"
The_Thing_16,"[('Carpenter', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('score', 'NN')]"
The_Thing_16,"[('Ennio', 'NNP'), ('Morricone', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('Rob', 'NNP'), ('Bottin-lef', 'NNP')]"
The_Thing_16,"[('team', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('brink', 'NN')]"
The_Thing_16,"[('exhaustion', 'NN')]"
The_Thing_16,"[('Bottin', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('hospital', 'NN')]"
The_Thing_16,"[('exhaustion', 'NN')]"
The_Thing_16,"[('double', 'JJ'), ('pneumonia', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('bleeding', 'NN')]"
The_Thing_16,"[('ulcer', 'NN')]"
The_Thing_16,"[('an', 'DT'), ('entire', 'JJ'), ('year', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_16,"[('sleeping', 'NN')]"
The_Thing_16,"[('set', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('work', 'NN')]"
The_Thing_16,"[('any', 'DT'), ('CGI', 'NNP')]"
The_Thing_16,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_16,"[('shame', 'NN')]"
The_Thing_16,"[('Carpenter', 'NN')]"
The_Thing_16,"[('someone', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('suit', 'NN')]"
The_Thing_16,"[('Alien', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_16,"[('something', 'NN')]"
The_Thing_16,"[('Well', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('last', 'JJ'), ('battle', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('Thing', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('monster', 'NN')]"
The_Thing_16,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_16,"[('this', 'DT'), ('year', 'NN')]"
The_Thing_16,"[('today', 'NN')]"
The_Thing_16,"[('Carpenter', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('co-director', 'NN')]"
The_Thing_16,"[('Nyby', 'NNP')]"
The_Thing_16,"[('blood', 'NN')]"
The_Thing_16,"[('the', 'DT'), ('slaughterhouse', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('terrific', 'NN')]"
The_Thing_16,"[('commercial', 'NN')]"
The_Thing_16,"[('J', 'NNP')]"
The_Thing_16,"[('B', 'NNP'), ('Scotch', 'NNP')]"
The_Thing_16,"[('Universal', 'NNP')]"
The_Thing_16,"[('Tobe', 'NNP'), ('Hooper', 'NNP')]"
The_Thing_16,"[('Kim', 'NNP'), ('Henkel', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('team', 'NN')]"
The_Thing_16,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_16,"[('take', 'NN')]"
The_Thing_16,"[('John', 'NNP'), ('Landis', 'NNP')]"
The_Thing_16,"[('the', 'DT'), ('film', 'NN')]"
The_Thing_16,"[('Alien', 'NNP')]"
The_Thing_16,"[('a', 'DT'), ('big', 'JJ'), ('deal', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('fan', 'NN')]"
The_Thing_16,"[('Carpenter', 'NNP')]"
The_Thing_16,"[('The', 'DT'), ('Thing', 'NNP')]"
The_Thing_16,"[('Another', 'NNP')]"
The_Thing_16,"[('World', 'NN')]"
The_Thing_16,"[('Halloween', 'NNP')]"
The_Thing_16,"[('Morricone', 'NNP')]"
The_Thing_16,"[('score', 'NN')]"
The_Thing_16,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_16,"[('a', 'DT'), ('Razzie', 'NNP')]"
The_Thing_16,"[('score', 'NN')]"
The_Thing_16,"[('The', 'DT'), ('Hateful', 'NNP'), ('Eight', 'NNP')]"
The_Thing_16,"[('some', 'DT'), ('unused', 'JJ'), ('music', 'NN')]"
The_Thing_16,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_16,"[('Best', 'NNP'), ('Original', 'NNP'), ('Score', 'NNP'), ('Oscar', 'NNP')]"
The_Thing_17,"[('the', 'DT'), ('start', 'NN')]"
The_Thing_17,"[('winter', 'NN')]"
The_Thing_17,"[('An', 'DT'), ('isolation', 'NN')]"
The_Thing_17,"[('group', 'NN')]"
The_Thing_17,"[('the', 'DT'), ('United', 'NNP')]"
The_Thing_17,"[('National', 'NNP'), ('Science', 'NNP'), ('Institute', 'NNP'), ('Station', 'NNP')]"
The_Thing_17,"[('Antarctica', 'NNP')]"
The_Thing_17,"[('a', 'DT'), ('Norwegian', 'JJ'), ('helicopter', 'NN')]"
The_Thing_17,"[('buzzing', 'NN')]"
The_Thing_17,"[('The', 'DT'), ('Norwegians', 'NNP')]"
The_Thing_17,"[('a', 'DT'), ('dog', 'NN')]"
The_Thing_17,"[('George', 'NNP'), ('Bennings', 'NNP'), ('Peter', 'NNP'), ('Maloney', 'NNP')]"
The_Thing_17,"[('Garry', 'NNP'), ('Donald', 'NNP'), ('Moffat', 'NNP')]"
The_Thing_17,"[('Norwegian', 'NNP')]"
The_Thing_17,"[('Clark', 'NNP'), ('Richard', 'NNP'), ('Masur', 'NNP')]"
The_Thing_17,"[('the', 'DT'), ('dog', 'NN')]"
The_Thing_17,"[('MacReady', 'NNP'), ('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_17,"[('Dr.', 'NNP'), ('Blair', 'NNP'), ('Wilford', 'NNP'), ('Brimley', 'NNP')]"
The_Thing_17,"[('Garry', 'NNP')]"
The_Thing_17,"[('the', 'DT'), ('Norwegian', 'NNP')]"
The_Thing_17,"[('camp', 'NN')]"
The_Thing_17,"[('a', 'DT'), ('place', 'NN')]"
The_Thing_17,"[('massacre', 'NN')]"
The_Thing_17,"[('Windows', 'NNP')]"
The_Thing_17,"[('anybody', 'NN')]"
The_Thing_17,"[('the', 'DT'), ('radio', 'NN')]"
The_Thing_17,"[('The', 'DT'), ('makeup', 'NN')]"
The_Thing_17,"[('special', 'JJ'), ('effect', 'NN')]"
The_Thing_17,"[('astonishing', 'NN')]"
The_Thing_17,"[('The', 'DT'), ('pre-CGI', 'JJ'), ('real', 'JJ'), ('effect', 'NN')]"
The_Thing_17,"[('an', 'DT'), ('all-new', 'JJ'), ('high', 'NN')]"
The_Thing_17,"[('The', 'DT'), ('snowy', 'NN')]"
The_Thing_17,"[('stark', 'NN')]"
The_Thing_17,"[('No', 'DT'), ('room', 'NN')]"
The_Thing_17,"[('sentimentality', 'NN')]"
The_Thing_17,"[('Director', 'NNP'), ('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_17,"[('an', 'DT'), ('incredible', 'JJ'), ('masterpiece', 'NN')]"
The_Thing_17,"[('a', 'DT'), ('must-watch', 'NN')]"
The_Thing_17,"[('all', 'DT'), ('horror', 'NN')]"
The_Thing_17,"[('music', 'NN')]"
The_Thing_17,"[('sound', 'NN')]"
The_Thing_17,"[('The', 'DT'), ('testing', 'NN')]"
The_Thing_17,"[('scene', 'NN')]"
The_Thing_17,"[('the', 'DT'), ('tension', 'NN')]"
The_Thing_17,"[('beyond', 'NN')]"
The_Thing_17,"[('any', 'DT'), ('horror', 'NN')]"
The_Thing_18,"[('Great', 'NNP')]"
The_Thing_18,"[('story', 'NN')]"
The_Thing_18,"[('great', 'JJ'), ('ending', 'NN')]"
The_Thing_18,"[('Superb', 'NNP')]"
The_Thing_19,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('era', 'NN')]"
The_Thing_19,"[('CGI', 'NNP')]"
The_Thing_19,"[('blue', 'JJ'), ('screen', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('movie', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('same', 'JJ'), ('time', 'NN')]"
The_Thing_19,"[('i', 'NN')]"
The_Thing_19,"[('born', 'NN')]"
The_Thing_19,"[('WOW', 'NNP')]"
The_Thing_19,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_19,"[('version', 'NN')]"
The_Thing_19,"[('Thing', 'NNP')]"
The_Thing_19,"[('a', 'DT'), ('masterpiece', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('fan', 'NN')]"
The_Thing_19,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_19,"[('Thing', 'NNP')]"
The_Thing_19,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_19,"[('a', 'DT'), ('paranoia', 'NN')]"
The_Thing_19,"[('inducing', 'NN')]"
The_Thing_19,"[('gut', 'NN')]"
The_Thing_19,"[('classic', 'NN')]"
The_Thing_19,"[('The', 'DT'), ('movie', 'NN')]"
The_Thing_19,"[('an', 'DT'), ('update', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('classic', 'NN')]"
The_Thing_19,"[('Thing', 'NNP'), ('From', 'NNP'), ('Outer', 'NNP'), ('Space', 'NNP')]"
The_Thing_19,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_19,"[('full', 'JJ'), ('color', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_19,"[('an', 'DT'), ('alien', 'NN')]"
The_Thing_19,"[('veggie', 'NN')]"
The_Thing_19,"[('The', 'DT'), ('film', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('group', 'NN')]"
The_Thing_19,"[('an', 'DT'), ('alien', 'NN')]"
The_Thing_19,"[('lifeform', 'NN')]"
The_Thing_19,"[('capable', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('form', 'NN')]"
The_Thing_19,"[('anything', 'NN')]"
The_Thing_19,"[('contact', 'NN')]"
The_Thing_19,"[('that', 'DT'), ('matter', 'NN')]"
The_Thing_19,"[('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_19,"[('R.J.', 'NNP'), ('MacReady', 'NNP')]"
The_Thing_19,"[('Vietnam', 'NNP'), ('Vet', 'NNP')]"
The_Thing_19,"[('thrust', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('role', 'NN')]"
The_Thing_19,"[('leader', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('group', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('creature', 'NN')]"
The_Thing_19,"[('any', 'DT'), ('form', 'NN')]"
The_Thing_19,"[('John', 'NNP'), ('Carpenter', 'NNP')]"
The_Thing_19,"[('a', 'DT'), ('truly', 'NN')]"
The_Thing_19,"[('incredible', 'JJ'), ('atmosphere', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('sense', 'NN')]"
The_Thing_19,"[('the', 'DT'), ('dark', 'NN')]"
The_Thing_19,"[('sinister', 'NN')]"
The_Thing_19,"[('feel', 'NN')]"
The_Thing_19,"[('realize', 'NN')]"
The_Thing_19,"[('never', 'NN')]"
The_Thing_19,"[('a', 'DT'), ('polar', 'JJ'), ('ice', 'NN')]"
The_Thing_19,"[('cap', 'NN')]"
The_Thing_19,"[('this', 'DT'), ('film', 'NN')]"
The_Thing_19,"[('any', 'DT'), ('film', 'NN')]"
The_Thing_19,"[('any', 'DT'), ('genre', 'NN')]"
The_Thing_19,"[('that', 'DT'), ('matter', 'NN')]"
The_Thing_19,"[('wondering', 'NN')]"
The_Thing_19,"[('an', 'DT'), ('understatement', 'NN')]"
The_Thing_19,"[('Kurt', 'NNP'), ('Russell', 'NNP')]"
The_Thing_19,"[('MacReady', 'NNP')]"
